area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Gulf of Alaska",lme,2013,"Sebastes saxicola","Stripetail rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,shrimp trawl,,0.0514136658
"Gulf of Alaska",lme,2013,"Sebastes saxicola","Stripetail rockfish","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,0.0169329793,46.97001299408623
"Gulf of Alaska",lme,2013,"Sebastes zacentrus","Sharpchin rockfish","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,bottom trawl,,0.7979499861
"Gulf of Alaska",lme,2013,"Sebastes zacentrus","Sharpchin rockfish","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,shrimp trawl,,0.0020048995
"Gulf of Alaska",lme,2013,"Sebastes zacentrus","Sharpchin rockfish","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,pelagic trawl,,0.0040097989
"Gulf of Alaska",lme,2013,"Sebastes zacentrus","Sharpchin rockfish","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,small scale pots or traps,,0.0020136807
"Gulf of Alaska",lme,2013,"Sebastolobus alascanus","Shortspine thornyhead","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,bottom trawl,,1.4992394239
"Gulf of Alaska",lme,2013,"Sebastolobus alascanus","Shortspine thornyhead","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,shrimp trawl,,0.0147526635
"Gulf of Alaska",lme,2013,"Sebastolobus alascanus","Shortspine thornyhead","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,pelagic trawl,,0.8040201584
"Gulf of Alaska",lme,2013,"Sebastolobus alascanus","Shortspine thornyhead","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Direct human consumption,98.7529694759,281309.72953232523
"Gulf of Alaska",lme,2013,"Sebastolobus alascanus","Shortspine thornyhead","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0494259106,17.916457904291228
"Gulf of Alaska",lme,2013,"Sebastolobus alascanus","Shortspine thornyhead","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Other,0.0494259106,17.916457904291228
"Gulf of Alaska",lme,2013,"Sebastolobus alascanus","Shortspine thornyhead","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,3.1849003784,9072.572387382346
"Gulf of Alaska",lme,2013,"Sebastolobus alascanus","Shortspine thornyhead","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0015940442,0.5778270148437655
"Gulf of Alaska",lme,2013,"Sebastolobus alascanus","Shortspine thornyhead","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pelagic trawl,Other,0.0015940442,0.5778270148437655
"Gulf of Alaska",lme,2013,"Sebastolobus alascanus","Shortspine thornyhead","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,small scale pots or traps,,0.0199203170
"Gulf of Alaska",lme,2013,"Sebastolobus alascanus","Shortspine thornyhead","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,small scale longline,,1.3346612361
"Gulf of Alaska",lme,2013,"Sebastolobus alascanus","Shortspine thornyhead","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,0.5173097194,1473.6190518343578
"Gulf of Alaska",lme,2013,"Sebastolobus alascanus","Shortspine thornyhead","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Fishmeal and fish oil,0.0002589138,0.09385396570905984
"Gulf of Alaska",lme,2013,"Sebastolobus alascanus","Shortspine thornyhead","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Other,0.0002589138,0.09385396570905984
"Gulf of Alaska",lme,2013,"Sebastolobus alascanus","Shortspine thornyhead","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale hand lines,Direct human consumption,2.9156114102,8305.47032228344
"Gulf of Alaska",lme,2013,"Sebastolobus alascanus","Shortspine thornyhead","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale hand lines,Fishmeal and fish oil,0.0014592650,0.5289707172656873
"Gulf of Alaska",lme,2013,"Sebastolobus alascanus","Shortspine thornyhead","Medium bathydemersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale hand lines,Other,0.0014592650,0.5289707172656873
"Gulf of Alaska",lme,2013,"Hexagrammos lagocephalus","Rock greenling","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,0.0080484771
"Gulf of Alaska",lme,2013,"Hexagrammos lagocephalus","Rock greenling","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,0.2052039910,569.2107670914957
"Gulf of Alaska",lme,2013,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,bottom trawl,,259.0288141531
"Gulf of Alaska",lme,2013,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,pelagic trawl,,0.2413993069
"Gulf of Alaska",lme,2013,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,hand lines,,0.3657566753
"Gulf of Alaska",lme,2013,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,pots or traps,,0.2926052363
"Gulf of Alaska",lme,2013,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Direct human consumption,5318.5581432151,3458684.179473286
"Gulf of Alaska",lme,2013,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,2.6619410126,841.2930813174045
"Gulf of Alaska",lme,2013,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Other,2.6619410126,841.2930813174045
"Gulf of Alaska",lme,2013,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pelagic trawl,Direct human consumption,15.0673580996,9798.376116640786
"Gulf of Alaska",lme,2013,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pelagic trawl,Fishmeal and fish oil,0.0075412203,2.383364773227409
"Gulf of Alaska",lme,2013,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pelagic trawl,Other,0.0075412203,2.383364773227409
"Gulf of Alaska",lme,2013,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,hand lines,Direct human consumption,5.4591866337,3550.1355695019265
"Gulf of Alaska",lme,2013,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,hand lines,Fishmeal and fish oil,0.0027323256,0.8635377899162887
"Gulf of Alaska",lme,2013,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,hand lines,Other,0.0027323256,0.8635377899162887
"Gulf of Alaska",lme,2013,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pots or traps,Direct human consumption,1.3102071419,852.0340647497416
"Gulf of Alaska",lme,2013,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pots or traps,Fishmeal and fish oil,0.0006557593,0.20724944126869158
"Gulf of Alaska",lme,2013,"Pleurogrammus monopterygius","Atka mackerel","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Landings,Reported,pots or traps,Other,0.0006557593,0.20724944126869158
"Gulf of Alaska",lme,2013,"Enophrys bison","Buffalo sculpin","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,mixed gear,,0.0840845010
"Gulf of Alaska",lme,2013,"Enophrys bison","Buffalo sculpin","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,0.0044925148
"Gulf of Alaska",lme,2013,"Enophrys bison","Buffalo sculpin","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,0.0091156095,25.285585648086563
"Gulf of Alaska",lme,2013,"Hemilepidotus hemilepidotus","Red Irish lord","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,mixed gear,,0.0785300616
"Gulf of Alaska",lme,2013,"Hemilepidotus hemilepidotus","Red Irish lord","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,0.0064840442
"Gulf of Alaska",lme,2013,"Hemilepidotus hemilepidotus","Red Irish lord","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,0.0394960016,109.5570765782038
"Gulf of Alaska",lme,2013,"Scorpaenichthys marmoratus","Cabezon","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,mixed gear,,0.0121390692
"Gulf of Alaska",lme,2013,"Scorpaenichthys marmoratus","Cabezon","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,0.2793558867,2669.433296755043
"Gulf of Alaska",lme,2013,"Scorpaenichthys marmoratus","Cabezon","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Fishmeal and fish oil,0.0001398178,0.04418870083540108
"Gulf of Alaska",lme,2013,"Scorpaenichthys marmoratus","Cabezon","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Other,0.0001398178,0.04418870083540108
"Gulf of Alaska",lme,2013,"Scorpaenichthys marmoratus","Cabezon","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale hand lines,Direct human consumption,3.1525960103,30125.17424262042
"Gulf of Alaska",lme,2013,"Scorpaenichthys marmoratus","Cabezon","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale hand lines,Fishmeal and fish oil,0.0015778759,0.49867974368929757
"Gulf of Alaska",lme,2013,"Scorpaenichthys marmoratus","Cabezon","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,small scale hand lines,Other,0.0015778759,0.49867974368929757
"Gulf of Alaska",lme,2013,"Scorpaenichthys marmoratus","Cabezon","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,0.5845360683
"Gulf of Alaska",lme,2013,"Scorpaenichthys marmoratus","Cabezon","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,9.9826191294,95390.63669653458
"Gulf of Alaska",lme,2013,"Citharichthys sordidus","Pacific sanddab","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Industrial,Discards,Unreported,shrimp trawl,,0.2669575946
"Gulf of Alaska",lme,2013,"Citharichthys sordidus","Pacific sanddab","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Direct human consumption,18.7539961859,22295.569934176703
"Gulf of Alaska",lme,2013,"Citharichthys sordidus","Pacific sanddab","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0093863845,4.51680241273452
"Gulf of Alaska",lme,2013,"Citharichthys sordidus","Pacific sanddab","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Industrial,Landings,Reported,bottom trawl,Other,0.0093863845,4.51680241273452
"Gulf of Alaska",lme,2013,"Citharichthys sordidus","Pacific sanddab","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Artisanal,Discards,Unreported,small scale longline,,0.0018380315
"Gulf of Alaska",lme,2013,"Citharichthys sordidus","Pacific sanddab","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,0.3253334216
"Gulf of Alaska",lme,2013,"Citharichthys sordidus","Pacific sanddab","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,15.7480613724,18721.983313592882
"Gulf of Alaska",lme,2013,"Paralichthys californicus","California flounder","Large flatfishes (>=90 cm)","Flatfishes","United States of America",Artisanal,Discards,Unreported,small scale pots or traps,,0.0010381927
"Gulf of Alaska",lme,2013,"Paralichthys californicus","California flounder","Large flatfishes (>=90 cm)","Flatfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,0.0660686544
"Gulf of Alaska",lme,2013,"Paralichthys californicus","California flounder","Large flatfishes (>=90 cm)","Flatfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,0.3011648667,3201.262706026836
"Gulf of Alaska",lme,2013,"Microstomus bathybius","Deep-sea sole","Medium bathydemersals (30 - 89 cm)","Flatfishes","United States of America",Artisanal,Discards,Unreported,small scale pots or traps,,0.0083840570
"Gulf of Alaska",lme,2013,"Microstomus bathybius","Deep-sea sole","Medium bathydemersals (30 - 89 cm)","Flatfishes","United States of America",Artisanal,Discards,Unreported,small scale longline,,0.0104800713
"Gulf of Alaska",lme,2013,"Eopsetta jordani","Petrale sole","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Industrial,Discards,Unreported,shrimp trawl,,0.3065573743
